bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptItemList,rewardsReceiptStatus,totalSpent,userId,id,rewardsReceiptItemList_barcode,rewardsReceiptItemList_description,rewardsReceiptItemList_finalPrice,rewardsReceiptItemList_itemPrice,rewardsReceiptItemList_needsFetchReview,rewardsReceiptItemList_partnerItemId,rewardsReceiptItemList_preventTargetGapPoints,rewardsReceiptItemList_quantityPurchased,rewardsReceiptItemList_userFlaggedBarcode,rewardsReceiptItemList_userFlaggedNewItem,rewardsReceiptItemList_userFlaggedPrice,rewardsReceiptItemList_userFlaggedQuantity,rewardsReceiptItemList_originalMetaBriteBarcode,rewardsReceiptItemList_originalMetaBriteDescription,rewardsReceiptItemList_pointsNotAwardedReason,rewardsReceiptItemList_pointsPayerId,rewardsReceiptItemList_rewardsGroup,rewardsReceiptItemList_rewardsProductPartnerId,rewardsReceiptItemList_brandCode,rewardsReceiptItemList_competitorRewardsGroup,rewardsReceiptItemList_discountedItemPrice,rewardsReceiptItemList_originalReceiptItemText,rewardsReceiptItemList_itemNumber,rewardsReceiptItemList_needsFetchReviewReason,rewardsReceiptItemList_originalMetaBriteQuantityPurchased,rewardsReceiptItemList_pointsEarned,rewardsReceiptItemList_targetPrice,rewardsReceiptItemList_competitiveProduct,rewardsReceiptItemList_userFlaggedDescription,rewardsReceiptItemList_deleted,rewardsReceiptItemList_priceAfterCoupon,rewardsReceiptItemList_metabriteCampaignId
,,1612830927890,1612830927890,,1612830927890,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6021d8cf0a7214d8e900005c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612912053799,1612912053799,,1612912053799,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602315b50a720f05a8000104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612924054957,1612924054957,,1612924054957,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602344970a7214d8e900012f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612964553600,1612964553600,,1612964553600,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6023e2c90a7214d8e9000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612998454982,1612998454982,,1612998454982,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602467370a720f05a80001b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1612972619000,1612972619000,1612972620000.0,1612972620000,1612972620000.0,250.0,1612504800000.0,5.0,"{'barcode': '013000006187', 'description': 'HEINZ SWEET SWEET RELISH 12.7 OZ - 0013000006184', 'finalPrice': '5', 'itemPrice': '5', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,25.0,602401f1c081001222409ad6,6024024b0a7214d8e900018d,013000006187,HEINZ SWEET SWEET RELISH 12.7 OZ - 0013000006184,5,5,,1,,1.0,,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,
,,1612933050952,1612933050952,,1612933050952,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602367ba0a720f05a800012e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612986452963,1612986452963,,1612986452963,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602438550a720f05a8000192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612924354032,1612924354032,,1612924354032,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602345c20a7214d8e9000130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612921951891,1612921951891,,1612921951891,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60233c5f0a720f05a8000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1612993588000,1612993588000,1612993589000.0,1612993597000,1612993589000.0,789.2,1612137600000.0,2.0,"{'description': 'BROWNIE BRITLE', 'discountedItemPrice': '1.96', 'finalPrice': '1.96', 'itemPrice': '1.96', 'originalReceiptItemText': 'BROWNIE BRITLE', 'partnerItemId': '1008', 'quantityPurchased': 1}",FINISHED,5.88,60245433efa60112282c1859,602454340a720f05a80001ae,,BROWNIE BRITLE,1.96,1.96,,1008,,1.0,,,,,,,,,,,,,1.96,BROWNIE BRITLE,,,,,,,,,,
,,1612948051494,1612948051494,,1612948051494,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6023a2530a720f05a8000144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612996053522,1612996053522,,1612996053522,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60245dd50a720f05a80001b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612991854415,1612991854415,,1612991854415,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60244d6e0a7214d8e90001c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1612972619000,1612972619000,1612972619000.0,1612972619000,1612972619000.0,500.0,1612677600000.0,5.0,"{'barcode': '021000024674', 'competitiveProduct': True, 'finalPrice': '5', 'itemPrice': '5', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,25.0,602401f1c081001222409ad6,6024024b0a7214d8e900018c,021000024674,,5,5,,1,,1.0,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
,,1612944152871,1612944152871,,1612944152871,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602393180a720f05a800013d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612955552645,1612955552645,,1612955552645,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6023bfa00a7214d8e9000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612997253140,1612997253140,,1612997253140,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602462850a720f05a80001b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612982675000,1612982675000,1612982676000.0,1612982676000,1612982676000.0,250.0,1612677600000.0,5.0,"{'barcode': '013000799102', 'description': 'HEINZ Home Style Gravy Roasted Turkey, 12.0 OZ', 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'pointsEarned': '50.0', 'pointsPayerId': '559c2234e4b06aca36af13c6', 'quantityPurchased': 1, 'rewardsGroup': 'HEINZ GRAVY - JAR', 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6', 'targetPrice': '800'}",FINISHED,49.95,6024291f58b989121e6bad5f,602429930a720f05a800018b,013000799102,"HEINZ Home Style Gravy Roasted Turkey, 12.0 OZ",9.99,9.99,,1,,1.0,,,,,,,,559c2234e4b06aca36af13c6,HEINZ GRAVY - JAR,559c2234e4b06aca36af13c6,,,,,,,,50.0,800,,,,,
,,1612939352679,1612939352679,,1612939352679,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602380580a7214d8e900014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1612972661000,1612972661000,1612972662000.0,1612972662000,1612972662000.0,5.0,1611705600000.0,5.0,"{'barcode': '043000048528', 'competitiveProduct': True, 'finalPrice': '9.99', 'itemPrice': '9.99', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'DUNCAN HINES CAKE MIX', 'rewardsProductPartnerId': '5e825d64f221c312e698a62a'}",FINISHED,49.95,602401f1c081001222409ad6,602402750a720f05a800016f,043000048528,,9.99,9.99,,1,,1.0,,,,,,,,,DUNCAN HINES CAKE MIX,5e825d64f221c312e698a62a,,,,,,,,,,True,,,,
5.0,All-receipts receipt bonus,1612982628000,1612982628000,1612982629000.0,1612982629000,1612982629000.0,5.0,1612896228000.0,1.0,"{'barcode': '021000030453', 'competitiveProduct': True, 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsGroup': 'SARGENTO RICOTTA CHEESE', 'rewardsProductPartnerId': '5e7cf838f221c312e698a628'}",FINISHED,1.0,54943462e4b07e684157a532,602429640a720f05a8000187,021000030453,,1,1,,1,,1.0,,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,
,,1612959752291,1612959752291,,1612959752291,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6023d0080a720f05a8000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612987355866,1612987355866,,1612987355866,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60243bdb0a720f05a80001a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612996656896,1612996656896,,1612996656896,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602460300a7214d8e90001d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612919254998,1612919254998,,1612919254998,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602331d70a720f05a8000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612996354356,1612996354356,,1612996354356,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60245f020a7214d8e90001d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612982252121,1612982252121,,1612982252121,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602427ec0a720f05a8000180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1612967554736,1612967554736,,1612967554736,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6023ee820a720f05a8000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1612986773000,1612986773000,1612986774000.0,1612986774000,1612986773000.0,5.0,1611863573000.0,1.0,"{'barcode': '022174070214', 'description': 'CJN INJ & LSN GLD GRLN KIT BOX 1 CT', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,1.0,54943462e4b07e684157a532,602439950a7214d8e90001c2,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,,1,,1.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1612972640000,1612972640000,1612972641000.0,1612972641000,1612972641000.0,5.0,1612886240000.0,4.0,"{'barcode': '071159001750', 'description': 'CORN NUTS Chile Picante con Limon Crunchy Corn Kernels 1.7 OZ Bag', 'finalPrice': '4.66', 'itemPrice': '4.66', 'partnerItemId': '1', 'quantityPurchased': 4, 'rewardsProductPartnerId': '559c2234e4b06aca36af13c6'}",FINISHED,4.66,602401f1c081001222409ad6,602402600a7214d8e9000195,071159001750,CORN NUTS Chile Picante con Limon Crunchy Corn Kernels 1.7 OZ Bag,4.66,4.66,,1,,4.0,,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,
,,1612986751902,1612986751902,,1612986751902,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6024397f0a720f05a8000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613073451089,1613073451089,,1613073451089,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60258c2b0a7214d8e900028f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613005652712,1613005652712,,1613005652712,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602483540a7214d8e90001ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613062653588,1613062653588,,1613062653588,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602561fd0a7214d8e9000273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613063853994,1613063853994,,1613063853995,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602566ae0a7214d8e900027b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613045253327,1613045253327,,1613045253327,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60251e050a720f05a80001fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613040452039,1613040452039,,1613040452039,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60250b440a720f05a80001f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613050352795,1613050352795,,1613050352795,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602531f00a7214d8e900023e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613080664621,1613080664621,,1613080664621,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025a8580a720f05a8000270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1613060278000,1613060278000,1613060278000.0,1613060283000,1613060278000.0,5.0,1613001600000.0,5.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '26.00', 'itemPrice': '26.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '26.00', 'userFlaggedQuantity': 5}",FINISHED,26.0,602558b1efa60114d20e5dc7,602558b60a7214d8e9000266,4011,ITEM NOT FOUND,26.00,26.00,False,1,True,5.0,4011,True,26.00,5.0,,,,,,,,,,,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1613052010000,1613052010000,1613052018000.0,1613052018000,1613052011000.0,500.0,1612965610000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,60253861efa6017a44dc6b50,6025386a0a7214d8e9000241,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,1613064454884,1613064454884,,1613064454884,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602569060a720f05a8000258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613018551213,1613018551213,,1613018551213,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6024b5b70a720f05a80001d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1613052083000,1613052083000,1613052084000.0,1613052084000,1613052084000.0,25.0,1612396800000.0,1.0,"{'barcode': '042800108005', 'brandCode': 'BRAND', 'description': ""Totino's Triple Meat Party Pizza, 10.5 Oz"", 'finalPrice': '10.00', 'itemPrice': '10.00', 'partnerItemId': '0', 'pointsNotAwardedReason': 'Action not allowed for user and CPG', 'pointsPayerId': '5332f5f3e4b03c9a25efd0ae', 'quantityPurchased': 1, 'rewardsGroup': ""TOTINO'S PARTY PIZZA - SINGLE PACK"", 'rewardsProductPartnerId': '5332f5f3e4b03c9a25efd0ae'}",FINISHED,10.0,60253861efa6017a44dc6b50,602538b30a7214d8e9000248,042800108005,"Totino's Triple Meat Party Pizza, 10.5 Oz",10.00,10.00,,0,,1.0,,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,TOTINO'S PARTY PIZZA - SINGLE PACK,5332f5f3e4b03c9a25efd0ae,BRAND,,,,,,,,,,,,,
,,1613035351539,1613035351539,,1613035351539,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6024f7570a7214d8e900021f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613071652038,1613071652038,,1613071652038,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602585240a720f05a8000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613058753439,1613058753439,,1613058753439,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602552c10a7214d8e9000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1613052020000,1613052020000,1613052022000.0,1613052023000,1613052022000.0,5.0,1613052020000.0,1.0,"{'brandCode': 'MISSION', 'competitorRewardsGroup': 'TACO BELL TACO SHELLS', 'description': 'MSSN TORTLLA', 'discountedItemPrice': '2.23', 'finalPrice': '2.23', 'itemPrice': '2.23', 'originalReceiptItemText': 'MSSN TORTLLA', 'partnerItemId': '1009', 'quantityPurchased': 1}",FINISHED,2.23,60253861efa6017a44dc6b50,602538740a7214d8e9000246,,MSSN TORTLLA,2.23,2.23,,1009,,1.0,,,,,,,,,,,MISSION,TACO BELL TACO SHELLS,2.23,MSSN TORTLLA,,,,,,,,,,
500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1613052050000,1613052050000,1613052050000.0,1613052055000,1613052050000.0,3500.0,1613001600000.0,5.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '20.00', 'itemPrice': '20.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 5, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '20.00', 'userFlaggedQuantity': 5}",FINISHED,20.0,60253891b54593795bf69242,602538920a720f05a8000216,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,5.0,4011,True,20.00,5.0,,,,,,,,,,,,,,,,,,,,
,,1613033852987,1613033852987,,1613033852987,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6024f17d0a720f05a80001ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613083361307,1613083361307,,1613083361307,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025b2e10a7214d8e90002a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613087262861,1613087262861,,1613087262861,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025c21e0a7214d8e90002ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613015555364,1613015555364,,1613015555364,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6024aa030a720f05a80001d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613067154469,1613067154469,,1613067154469,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602573920a720f05a800025d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613070753910,1613070753910,,1613070753910,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602581a10a720f05a8000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613047355259,1613047355259,,1613047355259,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025263b0a720f05a80001ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1613060265000,1613060265000,1613060271000.0,1613060271000,1613060266000.0,5.0,1612973865000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,1.0,60255883efa60114d20e5d4e,602558a90a720f05a8000240,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,1613043151504,1613043151504,,1613043151504,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602515cf0a7214d8e9000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1613052053000,1613052053000,1613052054000.0,1613052059000,1613052054000.0,5.0,1613001600000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '23.00', 'itemPrice': '23.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '23.00', 'userFlaggedQuantity': 2}",FINISHED,23.0,60253891b54593795bf69242,602538960a720f05a800021b,4011,ITEM NOT FOUND,23.00,23.00,False,1,True,2.0,4011,True,23.00,2.0,,,,,,,,,,,,,,,,,,,,
150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1613060276000,1613060276000,1613060276000.0,1613060281000,1613060276000.0,150.0,1613001600000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '26.00', 'itemPrice': '26.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 2, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '26.00', 'userFlaggedQuantity': 2}",FINISHED,26.0,602558b1efa60114d20e5dc7,602558b40a7214d8e9000263,4011,ITEM NOT FOUND,26.00,26.00,False,1,True,2.0,4011,True,26.00,2.0,,,,,,,,,,,,,,,,,,,,
,,1613056351768,1613056351768,,1613056351768,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025495f0a720f05a8000231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613102260742,1613102260742,,1613102260742,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025fcb40a7214d8e90002c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613164363241,1613164363241,,1613164363241,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6026ef4b0a7214d8e9000349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,All-receipts receipt bonus,1613139115000,1613139115000,1613139118000.0,1613139123000,1613139117000.0,5.0,1613052715000.0,2.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'partnerItemId': '1', 'quantityPurchased': 1}",FINISHED,11.0,54943462e4b07e684157a532,60268cab0a7214d8e9000315,4011,ITEM NOT FOUND,1,1,False,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
,,1613137663139,1613137663139,,1613137663139,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602686ff0a7214d8e9000301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613112161802,1613112161802,,1613112161802,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602623610a720f05a80002a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613134361801,1613134361801,,1613134361801,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60267a190a7214d8e90002fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613167663589,1613167663589,,1613167663589,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6026fc2f0a720f05a8000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613134961695,1613134961695,,1613134961695,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60267c710a720f05a80002c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613090563648,1613090563648,,1613090563648,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025cf030a7214d8e90002b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613141563419,1613141563419,,1613141563419,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6026963b0a7214d8e900031a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613102562814,1613102562814,,1613102562814,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025fde20a720f05a8000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613093564228,1613093564228,,1613093564228,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6025dabc0a720f05a8000283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613118761685,1613118761685,,1613118761685,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60263d290a7214d8e90002e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613120560812,1613120560812,,1613120560812,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602644300a720f05a80002af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613164664263,1613164664263,,1613164664263,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6026f0780a720f05a800030c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,COMPLETE_NONPARTNER_RECEIPT,1613139119000,1613139119000,1613139120000.0,1613139125000,1613139120000.0,35.0,1613052719000.0,1.0,"{'barcode': '079400066619', 'competitiveProduct': True, 'description': 'SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612', 'finalPrice': '1', 'itemPrice': '1', 'needsFetchReview': False, 'originalMetaBriteBarcode': '080878042197', 'partnerItemId': '1', 'pointsEarned': '10.0', 'pointsPayerId': '5332f5f6e4b03c9a25efd0b4', 'preventTargetGapPoints': True, 'quantityPurchased': 1, 'rewardsGroup': 'SUAVE HAIR CARE', 'rewardsProductPartnerId': '5332f5f6e4b03c9a25efd0b4', 'targetPrice': '800', 'userFlaggedBarcode': '079400066619'}",FINISHED,1.0,60268c69efa6011bb151075f,60268caf0a720f05a80002e2,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,False,1,True,1.0,079400066619,,,,080878042197,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4,,,,,,,,10.0,800,True,,,,
100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1613139070000,1613139070000,1613139071000.0,1613139076000,1613139071000.0,100.0,1613088000000.0,3.0,"{'barcode': '4011', 'description': 'ITEM NOT FOUND', 'finalPrice': '29.00', 'itemPrice': '29.00', 'needsFetchReview': False, 'partnerItemId': '1', 'preventTargetGapPoints': True, 'quantityPurchased': 3, 'userFlaggedBarcode': '4011', 'userFlaggedNewItem': True, 'userFlaggedPrice': '29.00', 'userFlaggedQuantity': 3}",FINISHED,29.0,60268c7bb545931ac63683af,60268c7e0a7214d8e9000309,4011,ITEM NOT FOUND,29.00,29.00,False,1,True,3.0,4011,True,29.00,3.0,,,,,,,,,,,,,,,,,,,,
,,1613132261231,1613132261231,,1613132261231,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,602671e50a720f05a80002c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613116061373,1613116061373,,1613116061373,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,6026329d0a720f05a80002a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613122361176,1613122361176,,1613122361176,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60264b390a720f05a80002b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1613127461421,1613127461421,,1613127461421,,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33,60265f250a720f05a80002ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
